Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
1303;Essen-Bredeney;WRTR;23.02.2005-08:00;01.03.2005-09:00;145;;eor;                                                                                                                                    
1303;Essen-Bredeney;WRTR;01.03.2005-21:00;02.03.2005-00:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.03.2005-21:00;03.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.03.2005-21:00;04.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.03.2005-21:00;05.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.03.2005-08:00;05.03.2005-09:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.03.2005-21:00;06.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.03.2005-21:00;07.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.03.2005-21:00;08.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.03.2005-21:00;09.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.03.2005-21:00;10.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.03.2005-21:00;11.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.03.2005-21:00;12.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.03.2005-21:00;13.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.03.2005-15:00;15.03.2005-16:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.03.2005-21:00;16.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.03.2005-21:00;17.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.03.2005-21:00;18.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.03.2005-21:00;19.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.03.2005-18:00;19.03.2005-19:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.03.2005-21:00;20.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.03.2005-21:00;21.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.03.2005-21:00;22.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.03.2005-21:00;24.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.03.2005-21:00;25.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.03.2005-21:00;26.03.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.03.2005-14:00;26.03.2005-15:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.03.2005-21:00;27.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.03.2005-21:00;28.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.03.2005-21:00;29.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.03.2005-21:00;31.03.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.03.2005-21:00;01.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.04.2005-21:00;02.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.04.2005-21:00;03.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.04.2005-21:00;04.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.04.2005-21:00;05.04.2005-00:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.04.2005-02:00;05.04.2005-03:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.04.2005-21:00;06.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.04.2005-21:00;07.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.04.2005-21:00;08.04.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.04.2005-21:00;09.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.04.2005-21:00;10.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.04.2005-11:00;11.04.2005-12:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.04.2005-21:00;12.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.04.2005-21:00;13.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.04.2005-21:00;14.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.04.2005-21:00;15.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.04.2005-21:00;17.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.04.2005-21:00;18.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.04.2005-21:00;20.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.04.2005-21:00;21.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.04.2005-21:00;22.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.04.2005-21:00;23.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.04.2005-21:00;24.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.04.2005-21:00;25.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.04.2005-15:00;25.04.2005-16:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.04.2005-21:00;26.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.04.2005-21:00;27.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.04.2005-09:00;27.04.2005-10:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.04.2005-21:00;28.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.04.2005-21:00;29.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.04.2005-21:00;30.04.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.04.2005-21:00;01.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.05.2005-21:00;03.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.05.2005-21:00;04.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.05.2005-21:00;05.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.05.2005-21:00;06.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.05.2005-21:00;07.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.05.2005-21:00;08.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.05.2005-21:00;09.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.05.2005-21:00;10.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.05.2005-21:00;12.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.05.2005-21:00;13.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.05.2005-21:00;14.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.05.2005-21:00;15.05.2005-04:00;7;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.05.2005-21:00;16.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.05.2005-21:00;17.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.05.2005-21:00;19.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.05.2005-21:00;20.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.05.2005-21:00;21.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.05.2005-21:00;22.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.05.2005-21:00;23.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.05.2005-21:00;24.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.05.2005-21:00;25.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.05.2005-21:00;26.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.05.2005-21:00;27.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.05.2005-21:00;28.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.05.2005-21:00;29.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.05.2005-21:00;30.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.05.2005-21:00;31.05.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.05.2005-21:00;01.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.06.2005-21:00;02.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.06.2005-21:00;03.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.06.2005-21:00;04.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.06.2005-21:00;05.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.06.2005-21:00;06.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.06.2005-21:00;07.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.06.2005-23:00;08.06.2005-03:00;4;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.06.2005-21:00;09.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.06.2005-21:00;10.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.06.2005-21:00;11.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.06.2005-21:00;12.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.06.2005-21:00;13.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.06.2005-21:00;14.06.2005-00:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.06.2005-02:00;14.06.2005-03:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.06.2005-21:00;15.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.06.2005-21:00;16.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.06.2005-21:00;17.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.06.2005-21:00;18.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.06.2005-21:00;19.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.06.2005-21:00;20.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.06.2005-21:00;21.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.06.2005-21:00;23.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.06.2005-21:00;24.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.06.2005-21:00;25.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.06.2005-21:00;26.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.06.2005-21:00;27.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.06.2005-23:00;28.06.2005-00:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.06.2005-21:00;29.06.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.06.2005-21:00;01.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.07.2005-21:00;02.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.07.2005-21:00;03.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.07.2005-21:00;04.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.07.2005-21:00;05.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.07.2005-21:00;07.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.07.2005-21:00;08.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.07.2005-21:00;11.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.07.2005-21:00;12.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.07.2005-21:00;13.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.07.2005-21:00;14.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.07.2005-21:00;15.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.07.2005-21:00;16.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.07.2005-21:00;17.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.07.2005-21:00;19.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.07.2005-21:00;20.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.07.2005-21:00;21.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.07.2005-21:00;22.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.07.2005-21:00;23.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.07.2005-21:00;24.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.07.2005-21:00;25.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.07.2005-21:00;26.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.07.2005-21:00;27.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.07.2005-21:00;29.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.07.2005-21:00;30.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.07.2005-21:00;31.07.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.07.2005-21:00;01.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.08.2005-21:00;02.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.08.2005-21:00;03.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.08.2005-21:00;04.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.08.2005-21:00;05.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.08.2005-21:00;06.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.08.2005-21:00;07.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.08.2005-21:00;08.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.08.2005-21:00;09.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.08.2005-21:00;10.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.08.2005-21:00;11.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.08.2005-21:00;12.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.08.2005-21:00;13.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.08.2005-15:00;13.08.2005-16:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.08.2005-21:00;14.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.08.2005-21:00;15.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.08.2005-21:00;16.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.08.2005-21:00;17.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.08.2005-21:00;18.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.08.2005-21:00;19.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.08.2005-21:00;20.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.08.2005-21:00;21.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.08.2005-21:00;23.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.08.2005-21:00;24.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.08.2005-21:00;25.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.08.2005-21:00;26.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.08.2005-21:00;27.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.08.2005-21:00;28.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.08.2005-05:00;29.08.2005-06:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.08.2005-21:00;30.08.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.08.2005-17:00;31.08.2005-18:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;31.08.2005-21:00;01.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.09.2005-21:00;02.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.09.2005-21:00;03.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.09.2005-21:00;04.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.09.2005-21:00;05.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.09.2005-21:00;06.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.09.2005-21:00;08.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.09.2005-21:00;09.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.09.2005-21:00;10.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.09.2005-21:00;11.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.09.2005-21:00;13.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.09.2005-21:00;14.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.09.2005-21:00;15.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.09.2005-21:00;16.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.09.2005-21:00;17.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.09.2005-21:00;18.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.09.2005-21:00;19.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;19.09.2005-21:00;20.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;20.09.2005-21:00;21.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;21.09.2005-21:00;22.09.2005-00:00;3;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.09.2005-02:00;22.09.2005-03:00;1;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;22.09.2005-21:00;23.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;23.09.2005-21:00;24.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;24.09.2005-21:00;25.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;25.09.2005-21:00;26.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;26.09.2005-21:00;27.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;27.09.2005-21:00;28.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;28.09.2005-21:00;29.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;29.09.2005-21:00;30.09.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;30.09.2005-21:00;01.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;01.10.2005-21:00;02.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;02.10.2005-21:00;03.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;03.10.2005-21:00;04.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;04.10.2005-21:00;05.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;05.10.2005-21:00;06.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;06.10.2005-21:00;07.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;07.10.2005-21:00;08.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;08.10.2005-21:00;09.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;09.10.2005-21:00;10.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;10.10.2005-21:00;11.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;11.10.2005-21:00;12.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;12.10.2005-21:00;13.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;13.10.2005-21:00;14.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;14.10.2005-21:00;15.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;15.10.2005-21:00;16.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;16.10.2005-21:00;17.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;17.10.2005-21:00;18.10.2005-03:00;6;;eor;                                                                                                                                      
1303;Essen-Bredeney;WRTR;18.10.2005-21:00;19.10.2005-03:00;6;;eor;                                                                                                                                      
